54177.0,26.0,959.0,0.0193236714975845,68571.0
54302.0,26.0,804.0,0.0172775868652157,65024.0
54303.0,26.0,804.0,0.0321932324782576,63890.0
54425.0,26.0,727.0,0.0258489609731373,67153.0
54436.0,26.0,727.0,0.0099773242630385,64350.0
54480.0,26.0,340.0,0.0176553672316384,63667.0
54485.0,26.0,965.0,0.0287958115183246,63750.0
54490.0,26.0,340.0,0.0140703517587939,61667.0
54491.0,26.0,965.0,0.0199733688415446,60278.0
54495.0,26.0,327.0,0.0220777627867042,62917.0
54511.0,26.0,143.0,0.0154061624649859,65250.0
54515.0,26.0,966.0,0.008347245409015,63816.0
54519.0,26.0,967.0,0.0291338582677165,67857.0
54520.0,26.0,143.0,0.0290563126767806,63594.0
54525.0,26.0,900.0,0.014336917562724,66250.0
54526.0,26.0,968.0,0.0192023633677991,57500.0
54527.0,26.0,801.0,0.0281214848143982,63750.0
54530.0,26.0,968.0,0.0097902097902097,65972.0
54534.0,26.0,900.0,0.0341846758349705,66023.0
54538.0,26.0,967.0,0.0127989221960255,57500.0
54540.0,26.0,967.0,0.0721311475409836,63482.0
54541.0,26.0,143.0,0.0276816608996539,65083.0
54542.0,26.0,438.0,0.015432098765432,64464.0
54556.0,26.0,966.0,0.0284142988084326,64300.0
54603.0,26.0,969.0,0.0359941944847605,68193.0
54631.0,26.0,148.0,0.0153005464480874,68393.0
54634.0,26.0,972.0,0.0202891791044776,64318.0
54655.0,26.0,148.0,0.0143027413587604,63125.0
54732.0,26.0,888.0,0.022167487684729,68409.0
54733.0,26.0,976.0,0.0145817344589409,54833.0
54746.0,26.0,727.0,0.0060698027314112,58173.0
54812.0,26.0,976.0,0.0270721925133689,68542.0
54813.0,26.0,976.0,0.0260492040520984,67237.0
54835.0,26.0,979.0,0.0110741971207087,65417.0
54839.0,26.0,978.0,0.0152905198776758,66250.0
54848.0,26.0,968.0,0.0285904255319148,67070.0
54858.0,26.0,420.0,0.0272904483430799,66417.0
54865.0,26.0,978.0,0.0074211502782931,57083.0
54867.0,26.0,979.0,0.0205223880597014,51389.0
54872.0,26.0,980.0,0.0456960680127523,69000.0
54875.0,26.0,977.0,0.0139211136890951,62321.0
54950.0,26.0,981.0,0.027588813303099,69286.0
54960.0,26.0,896.0,0.0126291618828932,69234.0
54967.0,26.0,982.0,0.0196936542669584,47422.0
55029.0,27.0,984.0,0.0615384615384615,58750.0
55037.0,27.0,985.0,0.0219341974077766,64612.0
55055.0,27.0,15.0,0.0271438866202258,59293.0
55103.0,27.0,993.0,0.0237827188291584,67997.0
55130.0,27.0,993.0,0.009075613113751,57128.0
55384.0,27.0,994.0,0.0406461698801459,63958.0
55404.0,27.0,994.0,0.0246698849921908,49715.0
55411.0,27.0,994.0,0.0160326530612244,55884.0
55454.0,27.0,994.0,0.0196806117858749,29978.0
55603.0,27.0,564.0,0.0610687022900763,69688.0
55615.0,27.0,540.0,0.0648967551622418,62656.0
55703.0,27.0,1003.0,0.0155902004454342,67297.0
55704.0,27.0,985.0,0.0260950605778192,69688.0
55706.0,27.0,1003.0,0.0233100233100233,61681.0
55716.0,27.0,1005.0,0.0112781954887218,36875.0
55725.0,27.0,1003.0,0.1616161616161616,63750.0
55736.0,27.0,1003.0,0.0327737809752198,68542.0
55748.0,27.0,1006.0,0.0203784570596797,69063.0
55753.0,27.0,1005.0,0.0120689655172413,51612.0
55780.0,27.0,1004.0,0.0241935483870967,57500.0
55785.0,27.0,825.0,0.0110192837465564,59583.0
55796.0,27.0,1003.0,0.0446428571428571,66875.0
55806.0,27.0,1003.0,0.0267558528428093,56023.0
55808.0,27.0,1003.0,0.0112951807228915,65573.0
55977.0,27.0,1008.0,0.0161290322580645,63125.0
56027.0,27.0,1014.0,0.0170542635658914,63750.0
56032.0,27.0,1013.0,0.0169971671388102,49167.0
56051.0,27.0,1014.0,0.0203527815468114,48958.0
56056.0,27.0,1017.0,0.109375,67917.0
56075.0,27.0,375.0,0.0364963503649635,62500.0
56134.0,27.0,952.0,0.037940379403794,67188.0
56145.0,27.0,1019.0,0.0432900432900432,68750.0
56153.0,27.0,1020.0,0.0869565217391304,55000.0
56155.0,27.0,1020.0,0.0261682242990654,56691.0
56160.0,27.0,1017.0,0.0214592274678111,65313.0
56168.0,27.0,1020.0,0.0260416666666666,69554.0
56181.0,27.0,375.0,0.0244313395113732,66029.0
