,zip,stabbr,cty_name,est_per_capita,MEDFAMINC
22364,74460,OK,OKMULGEE,-0.5531152460434856,-0.13522316328377934
4448,16827,PA,CENTRE,-0.2182802235241934,0.8957174873870931
16539,56128,MN,PIPESTONE,0.2551806916075589,0.10129279756353081
9192,33134,FL,MIAMI-DADE,2.518298773028349,0.5075623729741048
12439,44857,OH,HURON,-0.035313319186793105,-0.20067971253272363
27319,95678,CA,PLACER,0.6468376001636411,0.7121279808348759
20153,66833,KS,LYON,-0.3932655772705346,-0.36840517425423325
13161,46931,IN,FULTON,0.174729860184063,-1.1532725410974742
10506,37725,TN,JEFFERSON,-0.3258480826128213,-0.20240225330243267
20293,67202,KS,SEDGWICK,11.681246493403506,0.305330530027133
27280,95626,CA,SACRAMENTO,-0.45731071624912506,0.10237633127350909
12368,44659,OH,WAYNE,5.060244994185654,-0.5837227704678657
16743,56455,MN,CROW WING,-0.15002447472448005,-0.48909415979642934
19381,64053,MO,JACKSON,-0.5743318393809527,-1.0303053564727598
22825,75791,TX,SMITH,-0.22954643129863384,0.06164657694458196
242,1860,MA,ESSEX,-0.3023857784933983,0.8857989865034458
193,1611,MA,WORCESTER,-0.2669863004820051,1.0481345625907046
12498,45107,OH,CLINTON,-0.39126265986202746,-0.2743600048112466
25598,87016,NM,TORRANCE,-0.4320162665605769,-1.0421408785355994
21700,72322,AR,ST. FRANCIS,0.47780563146755567,-1.563070546794388
9654,34739,FL,OSCEOLA,-0.05934705081615687,0.7698886624514104
5515,20714,MD,CALVERT,-0.49546176713925505,-0.09313204608846923
11483,41222,KY,JOHNSON,-0.4538773759843078,-0.9405665389540458
25186,84716,UT,GARFIELD,0.2285543700564742,-0.19823481595636236
11683,42371,KY,MCLEAN,-0.21405241967175642,1.3645541888200026
1672,6870,CT,WESTERN CONNECTICUT PLANNING R,0.17759692484551323,4.438067014462494
18132,60910,IL,KANKAKEE,-0.1885586534640842,-0.8436041633688101
28289,98801,WA,CHELAN,0.28503316944150253,-0.12149840295738779
20439,67622,KS,NORTON,-0.1168035672382194,-0.6891589353234445
16341,55732,MN,ST. LOUIS,-0.4395883452866482,-0.29994807011611835
8114,29911,SC,HAMPTON,-0.4657490699832285,-1.0286661644499722
26040,90270,CA,LOS ANGELES,-0.445121166143897,-0.8449933091508335
24551,81239,CO,GUNNISON,-0.07926932032182415,-1.4109590836628216
22323,74354,OK,OTTAWA,-0.08887941066965553,-0.8308795880054755
25493,85912,AZ,NAVAJO,-0.06443197293760404,-0.038483051023667274
22585,75126,TX,KAUFMAN,-0.35620873964214805,0.542429932102893
134,1463,MA,MIDDLESEX,-0.1557266845961152,1.4318444105012178
20240,67054,KS,KIOWA,0.6201562816024646,-0.42397100553517064
7417,28167,NC,RUTHERFORD,-0.5511463368045433,-0.8850840564200299
20150,66782,KS,CHEROKEE,-0.2572948825118779,-0.9240634870636074
20190,66941,KS,JEWELL,1.4991286694836954,-0.944900673793959
10250,36921,AL,CHOCTAW,-0.1334654873178021,-1.622942729999598
19224,63471,MO,MARION,0.5092396954910405,0.9443375897579134
20255,67074,KS,BUTLER,-0.239226070718124,0.013609915802211558
534,2865,RI,PROVIDENCE,0.23894383523008061,1.1006720560668308
8135,30004,GA,FULTON,0.5048415726202448,2.0495141910201182
14166,49325,MI,BARRY,-0.4304405346105211,-0.1125245212055164
3068,12901,NY,CLINTON,0.21911237621101667,-0.2840840252854107
12063,43812,OH,COSHOCTON,-0.10724323542833736,-0.4604221908554656
13972,48867,MI,SHIAWASSEE,-0.09199581767308383,-0.5084866349134765
