,zip,stabbr,cty_name,est_per_capita,MEDFAMINC
0,1001,MA,HAMPDEN,0.13715402334016355,0.3184440662094343
1,1002,MA,HAMPSHIRE,-0.09542888308271992,1.3407997959474018
2,1005,MA,WORCESTER,-0.08771183149624232,0.576213957521703
3,1007,MA,HAMPSHIRE,-0.30373677375383856,0.9355026225842443
4,1008,MA,HAMPDEN,-0.24782075384798669,0.6063028551603306
5,1009,MA,HAMPDEN,-0.19915099625428892,-0.5755545932695679
6,1010,MA,HAMPDEN,-0.017816250255569304,1.0867250324153155
7,1011,MA,HAMPDEN,-0.571425504421131,-0.23060191267750843
8,1012,MA,HAMPSHIRE,0.2190104111832752,-0.37765688516250934
9,1013,MA,HAMPDEN,-0.3660434991267151,-0.35531942098757247
10,1020,MA,HAMPDEN,-0.23211080079817287,-0.28233370160006116
11,1022,MA,HAMPDEN,0.2452976537080029,-0.8342413207979721
12,1026,MA,HAMPSHIRE,-0.13888646847878977,0.7915315537353355
13,1027,MA,HAMPSHIRE,-0.014109694366436991,0.03839227655350965
14,1028,MA,HAMPDEN,0.22721830700403126,1.2286123825911892
15,1029,MA,BERKSHIRE,0.11288418232960964,0.30849778241014647
16,1030,MA,HAMPDEN,-0.21579458633722182,0.5292608300893108
17,1031,MA,WORCESTER,-0.43327283407589795,0.3122762589372502
18,1032,MA,HAMPSHIRE,0.8463927633875885,0.292939349651484
19,1033,MA,HAMPSHIRE,-0.12844613456876777,1.250644234694081
20,1034,MA,HAMPDEN,-0.2359873732013822,0.9084420627504278
21,1035,MA,HAMPSHIRE,1.0703926514532993,1.35905317152319
22,1036,MA,HAMPDEN,-0.061301859232484726,0.7287143814722358
23,1037,MA,WORCESTER,-0.02654366380963643,-0.07899054202747066
24,1038,MA,HAMPSHIRE,0.09654824740625151,0.9651747764882649
25,1039,MA,HAMPSHIRE,-0.14675083764957447,0.4341043440207055
26,1040,MA,HAMPDEN,-0.0904014787230382,-0.8466325011736212
27,1050,MA,HAMPSHIRE,-0.37950518669845057,0.3574234968530119
28,1053,MA,HAMPSHIRE,-0.20011123204163472,-0.07776809373929003
29,1054,MA,FRANKLIN,-0.29346410478525603,0.7915315537353355
30,1056,MA,HAMPDEN,-0.16792181373111048,-0.023813671565499798
31,1057,MA,HAMPDEN,-0.23681710706275877,0.3834838717237715
32,1060,MA,HAMPSHIRE,0.6884180234529583,1.2058026088503644
33,1062,MA,HAMPSHIRE,-0.0875512948126373,0.9387810066298197
34,1068,MA,WORCESTER,-0.08894955126507302,0.2219817831057269
35,1069,MA,HAMPDEN,0.12257505432143176,0.20170025468818473
36,1070,MA,HAMPSHIRE,-0.2888607303942619,-0.0940488823046047
37,1071,MA,HAMPDEN,-0.3603153996463763,0.6468381290797744
38,1072,MA,FRANKLIN,-0.4068641661418048,0.3698146772286609
39,1073,MA,HAMPSHIRE,-0.13792847388500226,0.9870954969285948
40,1074,MA,WORCESTER,-0.3772212922894749,-0.03356547495530431
41,1075,MA,HAMPSHIRE,-0.23298026714943357,0.5705184598154069
42,1077,MA,HAMPDEN,-0.03463354119400515,0.9180827344776705
43,1079,MA,HAMPDEN,-0.3920338589323852,-0.8859731097205249
44,1080,MA,HAMPDEN,-0.32608764068284973,-0.012255978659064812
45,1081,MA,HAMPDEN,-0.4003285775312415,0.5281772963793325
46,1082,MA,HAMPSHIRE,-0.303933547186243,-0.09279865110078361
47,1083,MA,WORCESTER,-0.3140164604056996,-0.011144662033446065
48,1084,MA,HAMPSHIRE,0.17108537038989047,0.1403833598696703
49,1085,MA,HAMPDEN,-0.147078273192278,0.2411519948976503
50,1089,MA,HAMPDEN,0.22568541686498195,0.08837374179071286
51,1092,MA,WORCESTER,-0.43301178246790845,0.4365214576814263
52,1093,MA,FRANKLIN,5.756831504239609,1.164878374111954
53,1095,MA,HAMPDEN,-0.1062155199091901,1.6126834084050288
54,1096,MA,HAMPSHIRE,-0.1588278675041615,0.9279734524456773
55,1098,MA,HAMPSHIRE,-0.18873039329546445,0.18700309231437678
56,1103,MA,HAMPDEN,4.62288403722844,-0.25949614494359585
57,1104,MA,HAMPDEN,-0.06122578461936396,-0.8671640758319276
58,1105,MA,HAMPDEN,-0.12565597808422174,-1.7758598976847377
59,1106,MA,HAMPDEN,-0.24638514539193038,2.247161852886413
60,1107,MA,HAMPDEN,-0.4391568110216634,-1.4364360173051314
61,1108,MA,HAMPDEN,-0.5024774977727344,-0.7239153627896708
62,1109,MA,HAMPDEN,-0.47617291992018707,-1.044307945955556
63,1118,MA,HAMPDEN,-0.4881059331644407,-0.06409889924417943
64,1119,MA,HAMPDEN,-0.41495049016495983,-0.45994988128957764
65,1128,MA,HAMPDEN,-0.30206292657124967,0.20114459637537535
66,1129,MA,HAMPDEN,-0.11442551093240574,0.1798073171634954
67,1151,MA,HAMPDEN,-0.34638559928369483,-1.0719797299334628
68,1201,MA,BERKSHIRE,0.10785418219608471,-0.13011110680593307
69,1220,MA,BERKSHIRE,-0.20130554665970485,-0.1866493401342869
70,1222,MA,BERKSHIRE,0.07569684617833483,-0.30375432955886256
71,1223,MA,BERKSHIRE,-0.2694886888335117,-0.02781441141772729
72,1224,MA,BERKSHIRE,-0.02216076184150359,4.438067014462494
73,1225,MA,BERKSHIRE,-0.24054619332482866,0.18511385405082492
74,1226,MA,BERKSHIRE,-0.16799261879893912,0.27779766062742856
75,1229,MA,BERKSHIRE,0.47780563146755567,2.891447666588882
76,1230,MA,BERKSHIRE,0.6663020096160942,0.7012370779038122
