ZCTA20,TOTPOP,MEDFAMINC
77401,17233,243588.0
77406,63187,147595.0
77407,76600,107540.0
77412,0,
77414,24107,71455.0
77415,393,
77417,3267,58411.0
77418,10384,90685.0
77419,746,43151.0
77420,2313,71154.0
77422,14302,79111.0
77423,15627,96786.0
77426,2086,94091.0
77428,94,
77429,90790,132166.0
77430,1718,115691.0
77431,345,
77432,0,
77433,107887,143035.0
77434,4103,70750.0
77435,4242,79688.0
77436,0,
77437,18466,71218.0
77440,121,
77441,27067,172470.0
77442,1451,67031.0
77443,114,
77444,809,65750.0
77445,14680,66964.0
77446,6276,
77447,19196,112210.0
77448,186,
77449,122098,90675.0
77450,72651,114529.0
77451,472,44821.0
77453,187,
77454,159,
77455,1962,85200.0
77456,1345,44906.0
77457,526,56563.0
77458,13,
77459,79937,136813.0
77460,132,
77461,12719,81477.0
77464,411,58569.0
77465,7272,89688.0
77466,335,53750.0
77467,0,
77468,0,
77469,60971,109509.0
77470,404,49321.0
77471,43116,75835.0
77473,24,
77474,14819,87584.0
77475,446,58654.0
77476,270,65313.0
77477,33771,82761.0
77478,23105,128588.0
77479,91618,174046.0
77480,8017,79475.0
77481,103,
77482,1403,79583.0
77483,319,
77484,13661,87253.0
77485,3454,61393.0
77486,7689,103198.0
77488,14205,70882.0
77489,37748,74521.0
77493,55317,119561.0
77494,130920,154795.0
77498,54402,102605.0
77502,36374,66351.0
77503,23248,74610.0
77504,25401,60177.0
77505,23179,107305.0
77506,37561,55952.0
77507,561,81579.0
77510,13506,107252.0
77511,50799,86122.0
77514,5541,68361.0
77515,33406,95365.0
77517,6160,90262.0
77518,10313,51742.0
77519,561,77179.0
77520,36488,62575.0
77521,66215,84263.0
77523,27489,135934.0
77530,31304,67835.0
77531,15842,75444.0
77532,31384,104408.0
77533,1059,57026.0
77534,3210,110921.0
77535,36841,90634.0
77536,33111,107189.0
77538,987,76103.0
77539,47240,95127.0
77541,17087,58823.0
77545,25988,90988.0
77546,53830,140132.0
77547,9336,50901.0
77550,23215,64172.0
77551,22521,82793.0
77554,9825,128750.0
77555,3,
77560,1079,96597.0
77561,45,
77562,9793,71080.0
77563,10382,84677.0
77564,1907,64605.0
77565,6493,115568.0
77566,30538,104556.0
77568,20417,79905.0
77571,37346,93202.0
77573,95704,142398.0
77575,16392,68425.0
77577,1106,73676.0
77578,24322,141756.0
77580,0,
77581,50554,126508.0
77582,363,98929.0
77583,44443,120305.0
77584,90364,132490.0
77585,1036,
77586,23802,127500.0
77587,16185,58721.0
77590,33347,71601.0
77591,15914,73006.0
77597,398,
77598,26635,75338.0
77611,9814,101281.0
77612,9725,70608.0
77613,855,96389.0
77614,493,28958.0
77615,339,92500.0
77616,686,
77617,38,
77619,17110,79167.0
77622,1990,99702.0
77623,515,81250.0
77624,644,
77625,8274,82500.0
77627,22180,106636.0
77629,576,54777.0
77630,29160,79762.0
77632,21451,95308.0
77640,16896,54826.0
77642,38720,51390.0
77650,2073,77238.0
77651,13635,99032.0
77655,294,135000.0
77656,17280,75695.0
77657,21084,106565.0
77659,6305,103119.0
77660,1111,
77661,371,
77662,25849,93420.0
77663,888,168676.0
77664,2621,70299.0
77665,6593,70074.0
77701,12955,46693.0
77702,3234,89202.0
77703,11704,34095.0
77705,38228,65857.0
77706,29693,101313.0
77707,18124,73326.0
77708,13284,60977.0
77713,14458,97145.0
77801,15163,51488.0
77802,24226,91071.0
77803,32130,55760.0
77807,12949,99583.0
77808,14666,108438.0
77830,2815,104326.0
77831,3095,85800.0
77833,28884,79782.0
77835,2912,137671.0
77836,12042,83328.0
77837,1439,69250.0
77840,53891,46045.0
77843,7591,
77845,73969,118692.0
77852,14,
77853,1009,61184.0
77855,64,
77856,4748,114116.0
77857,1033,69375.0
77859,7220,59359.0
77861,2921,88947.0
77863,348,
77864,7565,71556.0
77865,2141,90655.0
77866,0,
77867,211,29344.0
77868,17559,67095.0
77871,2528,68365.0
77872,2327,96646.0
77873,1287,94167.0
77875,0,
77876,175,
77878,705,
77879,4876,84013.0
77880,2041,111520.0
77882,36,
77901,40137,59191.0
77904,29761,105218.0
77905,16500,88846.0
77950,156,
77951,1246,35865.0
77954,10918,75708.0
77957,8492,71959.0
77960,55,
77961,137,
77962,3813,88125.0
77963,5246,79455.0
77964,7911,86378.0
77968,3220,105048.0
77969,224,78125.0
77970,273,83750.0
77971,854,56124.0
77973,23,
77974,565,59750.0
77975,1643,69044.0
77976,49,
77977,536,
77978,458,106667.0
77979,16607,77121.0
77982,791,94792.0
77983,2337,116384.0
77984,4365,103466.0
77986,16,
77987,146,130625.0
77988,161,
77990,962,77188.0
77991,526,119531.0
77993,214,
77994,430,
77995,10890,67042.0
78001,0,
78002,8047,66310.0
78003,8940,74667.0
78004,610,138340.0
78005,1421,66581.0
78006,41236,131131.0
78007,196,
78008,365,
78009,9202,105236.0
78010,4174,81766.0
78011,1608,36458.0
78012,253,78000.0
78013,5169,100592.0
78014,5245,56067.0
78015,21583,160922.0
78016,11345,83618.0
78017,5471,90729.0
78019,1877,49653.0
78021,5,
78022,4724,64477.0
78023,28195,137843.0
78024,1190,71576.0
78025,5264,73125.0
78026,6426,86586.0
78027,460,103194.0
78028,39906,82631.0
78029,0,
78039,2193,109375.0
78040,36727,39881.0
78041,47594,67999.0
78043,44443,58109.0
78044,397,56932.0
78045,67686,90220.0
78046,69422,53842.0
78050,713,93780.0
78052,6339,80702.0
78055,2036,82708.0
78056,2096,129779.0
78057,556,98427.0
78058,871,96875.0
78059,6106,74324.0
78061,10892,57800.0
78062,0,
78063,10309,89412.0
78064,15969,83242.0
78065,11741,75507.0
78066,707,88611.0
78067,811,84028.0
78069,7124,75250.0
78070,18529,114476.0
78071,3837,61108.0
78072,437,66406.0
78073,9219,64752.0
78074,69,
78075,154,40547.0
78076,13037,38473.0
78101,8863,105192.0
78102,26887,66496.0
78104,86,
78107,310,169318.0
78108,46463,117237.0
78109,52507,89292.0
78111,0,
78112,10234,67908.0
78113,2691,101034.0
78114,23351,99485.0
78116,220,
78117,667,
78118,4147,85150.0
78119,7147,79871.0
78121,14461,123964.0
78122,207,152588.0
78123,2310,91058.0
78124,7250,84621.0
78125,21,
78130,91275,97378.0
78132,37386,142632.0
78133,22120,93991.0
78140,3889,70162.0
78141,850,93750.0
78142,35,60313.0
78143,191,
78144,0,
78145,81,45781.0
78146,798,84375.0
78147,1709,76597.0
78148,22236,78857.0
78150,0,
78151,1592,38975.0
78152,2969,134046.0
78154,40535,107690.0
78155,52295,79314.0
78159,587,
78160,5008,95234.0
78161,519,
78162,343,66979.0
78163,15389,136784.0
78164,3397,72500.0
78201,45355,53576.0
78202,9695,51172.0
78203,5174,41058.0
78204,11969,51864.0
78205,1741,
78207,51381,34038.0
78208,4186,41364.0
78209,43184,144594.0
78210,33413,55815.0
78211,31433,53628.0
78212,26911,100870.0
78213,42321,62637.0
78214,22914,51820.0
78215,3231,155156.0
78216,42379,73551.0
78217,32152,66328.0
78218,37122,61951.0
78219,16442,58132.0
78220,16919,47618.0
78221,40272,65827.0
78222,24866,74657.0
78223,55063,54741.0
78224,20965,60813.0
78225,13802,61223.0
78226,7357,40220.0
78227,45553,50811.0
78228,57172,52751.0
78229,34082,49278.0
78230,42387,96207.0
78231,9972,126892.0
78232,36169,109182.0
78233,47172,77114.0
78234,5534,96250.0
78235,2548,54444.0
78236,8154,74375.0
78237,38492,41347.0
78238,25900,62688.0
78239,30482,82549.0
78240,57532,83241.0
78242,36404,49596.0
78243,299,
78244,36234,69092.0
78245,92770,89850.0
78247,49888,95682.0
78248,13366,158596.0
78249,60769,103136.0
78250,59434,90623.0
78251,62064,88378.0
78252,15624,81836.0
78253,63735,111921.0
78254,76945,112549.0
78255,18149,179185.0
78256,12195,140231.0
78257,9783,124388.0
78258,48344,145976.0
78259,26568,129126.0
78260,35972,153098.0
78261,25729,147182.0
78263,5642,107292.0
78264,12545,62386.0
78266,6913,149550.0
78330,489,65000.0
78332,27003,58947.0
78336,11774,57850.0
78338,0,
78339,316,
78340,396,54405.0
78341,1508,66419.0
78342,363,50125.0
78343,4554,60712.0
78344,488,69306.0
78347,24,
78349,568,33750.0
78351,652,35805.0
78352,235,
78353,381,
78355,7080,38711.0
78357,2817,86755.0
78358,832,64688.0
78359,2122,38077.0
78360,0,
78361,4830,46250.0
78362,10737,78966.0
78363,29246,61768.0
78368,8989,52776.0
78369,220,108750.0
78370,5350,78864.0
78371,130,88750.0
78372,4999,74113.0
78373,3242,105227.0
78374,20037,93770.0
78375,3238,47444.0
78376,258,60962.0
78377,3296,56000.0
78379,1597,69476.0
78380,24055,72693.0
78382,19425,77682.0
78383,4374,97734.0
78384,5510,56619.0
78385,116,45455.0
78387,9148,56980.0
78389,2097,51985.0
78390,5737,70469.0
78391,150,
78393,1966,59286.0
78401,4583,52986.0
78402,308,53274.0
78404,14873,77044.0
78405,14901,38414.0
78406,2240,49844.0
78407,1796,66667.0
78408,10104,43107.0
78409,2424,81595.0
78410,28167,88604.0
78411,23492,70685.0
78412,40398,72593.0
78413,35750,91883.0
78414,48891,110642.0
78415,42831,60248.0
78416,13865,50433.0
78417,4542,68834.0
78418,29626,104167.0
78419,553,63793.0
78501,59954,55175.0
78503,21799,47048.0
78504,60999,75637.0
78516,34469,54994.0
78520,62344,54949.0
78521,87040,42855.0
78526,59547,68343.0
78535,633,55313.0
78536,404,41629.0
78537,51034,38081.0
78538,10091,49143.0
78539,37182,74032.0
78540,0,
78541,48558,54683.0
78542,83925,51924.0
78543,8614,49518.0
78545,444,37500.0
78547,358,
78548,1384,44612.0
78549,838,32589.0
78550,54441,53298.0
78552,40824,66642.0
78557,14075,47246.0
78558,533,
78559,12973,58467.0
78560,4500,51214.0
78561,900,28393.0
78562,3157,92386.0
78563,62,
78564,48,
78565,57,
78566,24232,61112.0
78567,484,38403.0
78569,4133,59000.0
78570,35043,49000.0
78572,76753,59384.0
78573,43555,52402.0
78574,63165,50171.0
78575,4649,69179.0
78576,13466,40969.0
78577,79496,50385.0
78578,10540,61014.0
78579,3063,27941.0
78580,13344,48975.0
78582,44988,45292.0
78583,6384,66856.0
78584,17721,35611.0
78585,0,
78586,49504,44978.0
78588,124,
78589,40115,52335.0
78590,711,33929.0
78591,270,232872.0
78592,587,
78593,5015,43352.0
78594,1398,45677.0
78595,6128,56310.0
78596,36545,61347.0
78597,2386,82701.0
78598,108,
78599,35999,59453.0
78602,34978,101544.0
78605,7463,83417.0
78606,6942,103226.0
78607,208,63194.0
78608,298,100385.0
78609,1880,91250.0
78610,44410,113032.0
78611,13815,86571.0
78612,19354,81964.0
78613,88189,136271.0
78614,302,111250.0
78615,1781,87500.0
78616,8821,73212.0
78617,29244,83935.0
78618,310,94432.0
78619,6067,178472.0
78620,19893,154082.0
78621,26133,96517.0
78622,353,75625.0
78623,1094,107143.0
78624,23538,95807.0
78626,40758,107274.0
78628,41428,126959.0
78629,12054,69583.0
78631,2818,83155.0
78632,1188,117978.0
78633,27292,121378.0
78634,41099,109246.0
78635,73,
78636,3582,83640.0
78638,1982,107596.0
78639,8274,60598.0
78640,68265,89953.0
78641,87106,137238.0
78642,20699,131250.0
78643,6811,83077.0
78644,20088,79850.0
78645,14344,132972.0
78648,8250,63354.0
78650,2807,71544.0
78652,5199,156985.0
78653,32884,100382.0
78654,19379,86086.0
78655,3671,81500.0
78656,2631,82962.0
78657,6958,95063.0
78658,78,
78659,2782,96705.0
78660,113386,118972.0
78661,437,83333.0
78662,3035,97935.0
78663,599,150763.0
78664,62168,101523.0
78665,61640,129394.0
78666,86530,65984.0
78669,10802,142969.0
78670,156,83036.0
78671,755,68026.0
78672,687,48977.0
78674,233,90500.0
78675,96,35341.0
78676,15321,116750.0
78677,12,
78681,57760,143226.0
78701,10659,218209.0
78702,25723,105611.0
78703,22669,203465.0
78704,50250,147411.0
78705,32644,107917.0
78712,210,
78717,34499,166886.0
78719,1511,60156.0
78721,10445,95976.0
78722,6308,141250.0
78723,37000,105064.0
78724,28331,63854.0
78725,9896,109554.0
78726,13696,166071.0
78727,30601,129979.0
78728,27111,77500.0
78729,31309,106962.0
78730,9746,193181.0
78731,26314,175733.0
78732,19311,221597.0
78733,9014,210952.0
78734,21685,153222.0
78735,19793,166659.0
78736,9352,135861.0
78737,24951,159591.0
78738,28613,180914.0
78739,19907,223112.0
78741,45780,63500.0
78742,1241,68945.0
78744,49452,80915.0
78745,61322,102761.0
78746,28329,217699.0
78747,21253,102199.0
78748,53550,117707.0
78749,34714,147524.0
78750,28564,158744.0
78751,16326,119414.0
78752,22599,66181.0
78753,59951,66098.0
78754,31110,92798.0
78756,9816,156250.0
78757,25183,145933.0
78758,51185,64907.0
78759,45400,155387.0
78801,21248,60502.0
78802,0,
78827,742,56563.0
78828,83,47321.0
78829,1124,26134.0
78830,479,31094.0
78832,3157,67852.0
78833,1261,42880.0
78834,7386,
78836,65,
78837,128,44219.0
78838,105,
78839,7415,57390.0
78840,47030,66809.0
78841,0,
78842,0,
78843,459,
78850,827,73611.0
78851,61,
78852,56745,59519.0
78860,0,
78861,13131,69148.0
78870,1302,70855.0
78871,32,
78872,1161,49286.0
78873,1278,71818.0
78877,1061,39785.0
78879,291,71250.0
78880,1269,46324.0
78881,1415,70174.0
78883,267,74844.0
78884,1068,71250.0
78885,100,69219.0
78886,393,156000.0
78931,210,74659.0
78932,486,99135.0
78933,1120,71397.0
78934,6478,92484.0
78935,594,
78938,221,64000.0
78940,2071,95513.0
78941,3430,71615.0
78942,9746,64845.0
78943,304,68375.0
78944,676,87500.0
78945,10718,86786.0
78946,931,71167.0
78947,4818,84535.0
78948,689,
78949,662,107955.0
78950,2376,99442.0
78951,0,
78953,1145,84921.0
78954,1272,103864.0
78956,5067,81071.0
78957,9887,74341.0
78959,1601,57621.0
78962,5202,102206.0
78963,608,114018.0
79001,210,149583.0
79002,33,
79003,132,90625.0
79005,1669,67405.0
79007,13928,75788.0
79008,0,
79009,1627,45750.0
79010,423,101250.0
79011,214,87708.0
79012,0,
79013,3019,53083.0
79014,3195,101447.0
79015,22659,110285.0
79016,600,
79018,399,67250.0
79019,1800,80417.0
79021,72,74375.0
79022,10672,89688.0
79024,339,93214.0
79025,13,
79027,4720,70203.0
79029,15358,71717.0
79031,1263,68750.0
79032,114,70714.0
79033,26,
79034,510,88750.0
79035,5439,83861.0
79036,5147,94231.0
79039,695,103393.0
79040,2271,88938.0
79041,2612,59063.0
79042,1103,78333.0
79043,1634,53148.0
79044,662,62232.0
79045,18597,54569.0
79046,588,110707.0
79051,4,
79052,1157,57750.0
79053,95,
79054,551,118125.0
79056,65,133125.0
79057,1167,69205.0
79058,0,
79059,645,65833.0
79061,328,100179.0
79062,330,
79063,629,88125.0
79064,2371,70750.0
79065,19549,62386.0
79066,12,
79068,3269,105074.0
79070,9693,77004.0
79072,25747,57866.0
79073,16,
79078,150,
79079,2409,55938.0
79080,437,54000.0
79081,3257,88550.0
79082,197,115536.0
79083,1715,93500.0
79084,1402,65865.0
79085,0,
79086,3420,61500.0
79087,838,75577.0
79088,5355,52697.0
79091,70,
79092,1277,75956.0
79093,127,
79094,12,
79095,2736,61250.0
79096,2001,67420.0
79097,1063,125313.0
79098,450,38150.0
79101,2498,46905.0
79102,8805,65740.0
79103,10961,58816.0
79104,6253,51546.0
79106,27992,65510.0
79107,38441,42229.0
79108,11161,67266.0
79109,42659,96612.0
79110,18844,71654.0
79111,1854,73875.0
79118,26937,95350.0
79119,22371,132110.0
79121,5696,109432.0
79124,11207,136014.0
79201,6799,57469.0
79220,212,45500.0
79223,103,
79225,901,79671.0
79226,2713,67500.0
79227,1125,48977.0
79229,255,44583.0
79230,60,48750.0
79231,20,
79233,96,58125.0
79234,106,79659.0
79235,3152,48914.0
79236,189,44886.0
79237,429,108333.0
79239,104,
79240,249,125625.0
79241,2138,65774.0
79243,21,
79244,789,73750.0
79245,2227,50491.0
79247,23,
79248,1520,55152.0
79250,1136,51417.0
79251,32,71750.0
79252,2702,67500.0
79255,412,70833.0
79256,288,37368.0
79257,854,41116.0
79258,8,
79259,58,
79261,381,80208.0
79311,3705,88182.0
79312,1176,53958.0
79313,1451,60804.0
79314,104,
79316,10109,53158.0
79322,1877,67500.0
79323,7275,83534.0
79324,4,
79325,2374,87375.0
79326,59,
79329,3306,76952.0
79330,60,
79331,11619,63259.0
79336,15489,61890.0
79339,6704,68906.0
79342,362,98409.0
79343,1443,80329.0
79344,0,
79345,1059,74750.0
79346,1790,52734.0
79347,7182,82039.0
79350,398,74792.0
79351,1100,88125.0
79353,23,
79355,1573,82903.0
79356,5654,80530.0
79357,1936,66016.0
79358,1412,83438.0
79359,3321,90870.0
79360,16858,88043.0
79363,5506,90921.0
79364,7541,56667.0
79366,1073,140563.0
79367,598,52727.0
79369,47,
79370,1166,83000.0
79371,1387,69526.0
79372,1483,74688.0
79373,2897,76250.0
79376,112,
79377,322,38750.0
79378,234,113382.0
79379,698,63958.0
79380,83,82813.0
79381,1500,67500.0
79382,8999,93036.0
79383,85,
79401,9431,55822.0
79402,0,
79403,16194,54028.0
79404,8935,58470.0
79406,7765,
79407,23177,84898.0
79410,10502,65838.0
79411,6437,52083.0
79412,15161,46292.0
79413,23523,80482.0
79414,18027,68269.0
79415,17086,54708.0
79416,35524,79779.0
79423,42284,98315.0
79424,50448,116518.0
79501,2648,63611.0
79502,1244,81528.0
79503,150,
79504,3181,84659.0
79505,225,39318.0
79506,546,58750.0
79508,1041,105789.0
79510,8058,70905.0
79511,1044,93583.0
79512,7879,88239.0
79517,140,53542.0
79518,115,
79519,57,
79520,2552,65144.0
79521,3359,69605.0
79525,2829,82578.0
79526,946,87596.0
79527,274,121750.0
79528,524,91176.0
79529,1132,57500.0
79530,505,66563.0
79532,754,83750.0
79533,442,102656.0
79534,213,115833.0
79535,117,58000.0
79536,6123,69313.0
79537,40,
79538,173,
79539,197,53542.0
79540,38,114583.0
79541,1253,66597.0
79543,1178,64297.0
79544,577,64375.0
79545,1873,62440.0
79546,1749,60822.0
79547,867,41667.0
79548,162,85417.0
79549,15608,75192.0
79553,3081,49313.0
79556,12621,59148.0
79560,60,
79561,508,97500.0
79562,4157,128400.0
79563,1024,46250.0
79565,365,115893.0
79566,228,
79567,3064,56579.0
79601,26603,73872.0
79602,26487,89257.0
79603,24189,57292.0
79605,28989,68734.0
79606,27797,100445.0
79607,3699,58692.0
79699,116,
79701,28461,69084.0
79703,21434,96946.0
79705,41140,118446.0
79706,32527,113929.0
79707,39347,142272.0
79713,879,77083.0
79714,18362,93796.0
79718,625,66042.0
79719,345,
79720,32297,80421.0
79721,558,
79730,104,98333.0
79731,4387,82148.0
79733,397,56645.0
79734,1859,71563.0
79735,13056,61743.0
79738,326,79375.0
79739,939,133178.0
79741,380,100793.0
79742,419,71281.0
79743,267,
79744,1749,
79745,6561,85958.0
79748,536,80809.0
79749,578,
79752,2000,54444.0
79754,96,130781.0
79755,72,136635.0
79756,9632,77906.0
79758,2540,157647.0
79759,0,
79761,31521,75696.0
79762,39649,87985.0
79763,35940,66523.0
79764,25907,85904.0
79765,21210,114361.0
79766,11822,71105.0
79769,0,
79770,0,
79772,13305,60801.0
79776,0,
79777,138,
79778,1202,85208.0
79780,77,
79781,65,
79782,3972,76058.0
79783,90,
79785,30,63750.0
79788,798,71158.0
79789,1021,113155.0
79821,6678,61222.0
79830,7912,73750.0
79832,121,
79834,246,
79835,12378,50087.0
79836,7751,53912.0
79837,201,
79838,5470,52417.0
79839,1365,33182.0
79842,340,44142.0
79843,2814,97346.0
79845,3354,33934.0
79846,0,
79847,78,39773.0
79848,801,64141.0
79849,13200,43241.0
79851,1376,93393.0
79852,531,
79853,3007,55526.0
79854,133,
79855,2160,47237.0
79901,8747,24095.0
79902,19108,61582.0
79903,15729,42745.0
79904,31634,45323.0
79905,22133,29483.0
79906,5970,54466.0
79907,49169,45891.0
79908,4378,59786.0
79911,8844,120100.0
79912,76890,87654.0
79915,36737,42296.0
79916,3395,
79918,311,
79920,33,
79922,6796,118869.0
79924,60667,59400.0
79925,40001,65110.0
79927,42241,51281.0
79928,79330,66894.0
79930,25899,42263.0
79932,29269,96094.0
79934,26620,80727.0
79935,18815,64123.0
79936,107512,68025.0
79938,95452,74081.0
80002,20589,106162.0
80003,36233,100320.0
80004,35349,111391.0
80005,29155,153716.0
80007,17641,189744.0
80010,42892,59651.0
80011,52633,72244.0
80012,52741,77496.0
80013,73870,99552.0
80014,39024,88205.0
80015,72841,130228.0
80016,64842,162664.0
80017,40299,86852.0
80018,15569,129000.0
80019,4809,117948.0
80020,53475,134878.0
80021,35128,131098.0
80022,58681,97047.0
80023,25988,186313.0
80024,83,
80025,45,
80026,32675,134430.0
80027,34161,173669.0
80030,16891,76805.0
80031,36274,120564.0
80033,27384,115461.0
80045,1627,64471.0
80101,354,85406.0
80102,6375,124394.0
80103,3184,100443.0
80104,35084,145258.0
80105,1823,79583.0
80106,4823,148738.0
80107,14467,140711.0
80108,33259,186888.0
80109,27852,159519.0
80110,24190,89600.0
80111,32116,181936.0
80112,36058,149030.0
80113,22784,137917.0
80116,4884,138558.0
80117,2430,121188.0
80118,5940,162948.0
80120,30421,112761.0
80121,18049,165338.0
80122,31650,135879.0
80123,45388,131063.0
80124,22567,145783.0
80125,13048,162921.0
80126,43691,174972.0
80127,44235,155800.0
80128,37061,129126.0
80129,29974,150906.0
80130,25551,163130.0
80131,250,86875.0
80132,28159,167365.0
80133,2527,112708.0
80134,75383,155086.0
80135,4061,146571.0
80136,6104,131750.0
80137,1944,136458.0
80138,36113,158015.0
80202,18180,142400.0
80203,21650,125417.0
80204,34534,76905.0
80205,34289,113569.0
80206,24903,172582.0
80207,22313,124911.0
80209,25180,178720.0
80210,37792,180496.0
80211,36187,151121.0
80212,20418,163547.0
80214,26634,74929.0
80215,19143,104956.0
80216,16564,59935.0
80218,18679,153667.0
80219,64696,70000.0
80220,36236,142967.0
80221,40140,86135.0
80222,23619,117132.0
80223,19848,69942.0
80224,18613,101163.0
80226,32063,97757.0
80227,35187,111357.0
80228,34813,134426.0
80229,55929,80421.0
80230,10512,147125.0
80231,34484,90925.0
80232,22707,102547.0
80233,48694,90642.0
80234,28796,105351.0
80235,8593,97241.0
80236,16183,101116.0
80237,22393,111518.0
80238,29391,191340.0
80239,46450,91131.0
80241,33656,121588.0
80246,13067,102695.0
80247,28580,71065.0
80249,39685,101009.0
80260,35309,70283.0
80264,0,
80266,0,
80290,349,92019.0
80293,0,
80294,0,
80301,24593,122300.0
80302,30569,166129.0
80303,24865,162652.0
80304,25617,149127.0
80305,16280,171727.0
80310,7597,
80401,42777,132802.0
80403,20809,170273.0
80419,0,
80420,819,106125.0
80421,9065,106688.0
80422,4347,114135.0
80423,160,99063.0
80424,10811,134864.0
80425,329,
80426,46,
80427,686,81364.0
80428,512,109722.0
80430,145,59091.0
80432,208,
80433,8386,133207.0
80434,46,
80435,8336,114053.0
80436,423,67344.0
80438,649,
80439,24764,168697.0
80440,2574,105724.0
80442,2315,124637.0
80443,4118,108068.0
80444,1104,119167.0
80446,3477,110221.0
80447,2183,119592.0
80448,0,
80449,1190,56386.0
80451,1001,99500.0
80452,3316,99806.0
80453,329,
80454,1430,185227.0
80455,402,169688.0
80456,399,156150.0
80457,430,184375.0
80459,2561,94464.0
80461,7052,98618.0
80463,92,
80465,15783,132719.0
80466,3442,116740.0
80467,2512,122813.0
80468,411,
80469,356,
80470,3898,126545.0
80471,0,
80473,53,
80474,189,195893.0
80475,9,
80476,231,115938.0
80478,1766,103155.0
80479,12,
80480,1196,
80481,532,139926.0
80482,1207,78125.0
80483,504,94750.0
80487,18383,124750.0
80498,8426,116848.0
80501,43222,92090.0
80503,36235,147372.0
80504,60527,124168.0
80510,522,174356.0
80512,1619,106500.0
80513,16184,125325.0
80514,6275,95647.0
80515,849,74659.0
80516,34998,170135.0
80517,10407,99583.0
80520,1736,84832.0
80521,38200,109120.0
80524,38711,108930.0
80525,55315,120111.0
80526,44478,112760.0
80528,24032,141151.0
80530,5774,125000.0
80532,193,
80534,19368,135554.0
80535,2462,102708.0
80536,2437,120344.0
80537,43620,94218.0
80538,48929,99163.0
80540,4637,139107.0
80542,5179,133674.0
80543,9109,96138.0
80544,0,
80545,968,92455.0
80546,234,
80547,7122,169082.0
80549,13862,113327.0
80550,41428,134029.0
80601,41062,98525.0
80602,40886,152500.0
80603,15617,114270.0
80610,3172,95469.0
80611,809,94205.0
80612,309,95605.0
80615,8840,108920.0
80620,21048,77314.0
80621,13863,81375.0
80622,202,
80623,1082,70556.0
80624,681,86360.0
80631,54346,56786.0
80634,62001,99344.0
80640,13599,122719.0
80642,5146,116979.0
80643,3989,135439.0
80644,2604,87188.0
80645,4810,98750.0
80646,0,
80648,1296,104375.0
80649,347,250001.0
80650,1896,78250.0
80651,4441,87500.0
80652,342,68750.0
80653,877,88125.0
80654,2857,99732.0
80701,17085,81708.0
80705,882,62083.0
80720,2305,63750.0
80721,304,97105.0
80722,414,69773.0
80723,6727,79650.0
80726,393,67917.0
80727,506,85114.0
80728,1151,75417.0
80729,403,81667.0
80731,1397,83092.0
80732,24,
80733,565,86500.0
80734,3057,61550.0
80735,323,75833.0
80736,553,74602.0
80737,1651,71750.0
80740,119,67708.0
80741,1011,103500.0
80742,224,115764.0
80743,1259,69531.0
80744,449,58125.0
80745,68,96607.0
80746,61,
80747,468,84375.0
80749,285,106250.0
80750,201,71964.0
80751,17263,80157.0
80754,138,80179.0
80755,127,
80757,176,76250.0
80758,3535,91250.0
80759,4657,57898.0
80801,91,
80802,173,
80804,297,50833.0
80805,400,65313.0
80807,4267,75296.0
80808,6511,78972.0
80809,966,89583.0
80810,1170,82237.0
80812,306,56750.0
80813,1747,68214.0
80814,3485,78932.0
80815,852,74659.0
80816,6796,74079.0
80817,31132,87845.0
80818,389,97813.0
80819,701,72292.0
80820,512,68519.0
80821,1319,90817.0
80822,283,69063.0
80823,211,51250.0
80824,379,135128.0
80825,346,95903.0
80826,1190,
80827,762,77813.0
80828,2291,107500.0
80829,5576,128266.0
80830,171,75500.0
80831,31824,122014.0
80832,975,69583.0
80833,942,51250.0
80834,320,70750.0
80835,766,
80836,1028,67250.0
80840,6665,82951.0
80860,515,78167.0
80861,265,69583.0
80862,35,113542.0
80863,12922,107760.0
80864,1304,75195.0
80902,11875,62784.0
80903,17046,80036.0
80904,21555,93285.0
80905,17238,74744.0
80906,38732,97969.0
80907,27628,81125.0
80908,22049,139981.0
80909,37113,70065.0
80910,32038,58465.0
80911,35001,82988.0
80913,6697,
80914,468,
80915,23031,72407.0
80916,39795,67679.0
80917,32069,77336.0
80918,49218,98799.0
80919,28624,129534.0
80920,38727,116843.0
80921,23767,159733.0
80922,29750,102234.0
80923,31593,110211.0
80924,15187,155665.0
80925,15500,112707.0
80926,1838,138750.0
80927,6002,161393.0
80928,698,74286.0
80929,122,
80930,1857,76063.0
80938,847,
80939,0,
80951,4603,87396.0
81001,31160,59679.0
81003,14875,60168.0
81004,26261,53666.0
81005,31499,77364.0
81006,11503,82662.0
81007,34337,100972.0
81008,11146,66905.0
81019,1548,77135.0
81020,823,32949.0
81021,12,
81022,1594,90125.0
81023,1350,85000.0
81024,233,36563.0
81025,716,70833.0
81027,123,87857.0
81029,309,68438.0
81030,143,59500.0
81033,195,
81036,1007,71250.0
81039,1517,63125.0
81040,263,
81041,579,56053.0
81043,38,61250.0
81044,146,
81045,84,55625.0
81046,3,
81047,1588,59491.0
81049,131,60179.0
81050,9601,70272.0
81052,9143,61947.0
81054,4731,46895.0
81055,1572,60556.0
81057,414,70750.0
81058,1124,59766.0
81059,52,
81062,1701,71172.0
81063,3111,62917.0
81064,296,93750.0
81067,5605,49089.0
81069,2510,100759.0
81071,252,51563.0
