ZCTA20,TOTPOP,MEDFAMINC
15695,313,110650.0
15696,251,80000.0
15697,2933,82057.0
15698,672,55714.0
15701,30941,90158.0
15705,3218,
15710,206,
15711,293,50625.0
15712,97,48750.0
15713,180,
15714,4919,55446.0
15715,536,60500.0
15716,434,
15717,9438,82109.0
15720,299,66128.0
15721,163,48500.0
15722,2391,93500.0
15723,15,
15724,2262,71833.0
15725,1252,87917.0
15727,231,68750.0
15728,3475,70125.0
15729,950,83750.0
15730,116,68214.0
15731,220,
15732,1427,58750.0
15733,119,
15734,213,
15736,358,67292.0
15737,114,93438.0
15738,178,51806.0
15739,381,72083.0
15741,64,84688.0
15742,1040,77188.0
15744,53,120313.0
15745,234,94423.0
15746,144,98182.0
15747,1737,77917.0
15748,7071,73293.0
15750,315,97679.0
15752,61,
15753,455,58438.0
15754,532,
15756,140,51750.0
15757,1310,52411.0
15759,2906,81161.0
15760,83,54583.0
15761,141,
15762,996,90357.0
15763,17,
15764,156,59583.0
15765,1634,81250.0
15767,14156,66778.0
15770,180,70208.0
15771,908,62917.0
15772,1656,66875.0
15773,436,61518.0
15774,2609,78500.0
15775,599,97875.0
15776,34,
15777,23,
15778,342,115833.0
15779,527,51083.0
15780,62,66667.0
15781,76,48438.0
15783,49,59375.0
15784,59,77500.0
15801,20312,78227.0
15821,73,50625.0
15823,1230,80865.0
15824,5146,71736.0
15825,9565,72039.0
15827,305,85772.0
15828,233,78125.0
15829,1209,70313.0
15831,43,
15832,238,50000.0
15834,4166,56913.0
15840,1744,65625.0
15841,243,
15845,2920,73158.0
15846,3323,87031.0
15847,94,81667.0
15848,885,67569.0
15849,1370,70000.0
15851,7112,72500.0
15853,6411,81115.0
15856,853,75208.0
15857,12958,84962.0
15860,1212,71176.0
15861,119,82500.0
15863,143,93750.0
15864,1882,71458.0
15865,988,77500.0
15866,218,75833.0
15868,1788,77708.0
15870,1228,72083.0
15901,3616,41932.0
15902,11415,50852.0
15904,16388,87143.0
15905,19882,92995.0
15906,9965,51182.0
15909,4912,67018.0
15920,573,85000.0
15921,314,48000.0
15922,82,
15923,1554,89306.0
15924,880,80625.0
15925,120,63750.0
15926,2470,81500.0
15927,760,86845.0
15928,2075,99393.0
15929,128,90893.0
15930,419,136316.0
15931,9018,87859.0
15934,0,
15935,2647,71375.0
15936,1470,87938.0
15937,676,82150.0
15938,2252,74750.0
15940,3831,106250.0
15942,2011,92679.0
15943,3657,69185.0
15944,3149,89286.0
15945,181,105500.0
15946,6716,80476.0
15948,663,
15949,683,93125.0
15951,492,
15952,1235,52946.0
15953,161,
15954,2409,55500.0
15955,2246,75893.0
15956,2604,64728.0
15957,396,97500.0
15958,2277,80408.0
15960,165,71750.0
15961,849,64063.0
15962,390,61500.0
15963,10338,79208.0
16001,39808,89891.0
16002,15944,94099.0
16020,1190,89375.0
16022,279,68750.0
16023,4387,85865.0
16024,291,110833.0
16025,4858,90825.0
16027,392,77875.0
16028,2061,82500.0
16029,906,53875.0
16030,327,68125.0
16033,7376,103333.0
16034,1831,93717.0
16035,141,76250.0
16036,314,78750.0
16037,4709,99375.0
16038,3214,85671.0
16040,1066,99583.0
16041,2105,78466.0
16045,999,114000.0
16046,18772,153178.0
16048,221,71000.0
16049,3011,73594.0
16050,931,79000.0
16051,3035,103988.0
16052,2321,87578.0
16053,3478,100404.0
16054,381,77500.0
16055,8548,105522.0
16056,4620,102930.0
16057,15067,93165.0
16059,9394,107331.0
16061,2705,79375.0
16063,8128,111906.0
16066,33071,145121.0
16101,30954,63152.0
16102,5166,69000.0
16105,15565,93620.0
16110,397,81184.0
16111,1147,76042.0
16112,1466,99583.0
16113,349,102500.0
16114,561,72750.0
16115,3501,90645.0
16116,2857,72212.0
16117,15805,81614.0
16120,2315,74350.0
16121,4309,34828.0
16123,2681,113828.0
16124,1704,66563.0
16125,17610,68902.0
16127,15350,90794.0
16130,1982,65446.0
16131,861,72813.0
16132,350,
16133,1570,84688.0
16134,3890,70357.0
16136,775,75083.0
16137,12710,83289.0
16140,391,100114.0
16141,1741,71250.0
16142,5391,103958.0
16143,1979,87214.0
16145,2693,71875.0
16146,13169,61250.0
16148,16710,89701.0
16150,7045,81135.0
16151,58,70625.0
16153,2266,74375.0
16154,1987,72708.0
16155,98,
16156,3366,81429.0
16157,2955,80855.0
16159,4616,84360.0
16160,956,45804.0
16161,506,55625.0
16172,845,
16201,16824,90132.0
16210,623,78125.0
16211,85,
16212,234,83750.0
16213,149,79375.0
16214,8960,88750.0
16217,92,55234.0
16218,1189,76071.0
16220,95,
16222,3076,63571.0
16223,69,99167.0
16224,836,75509.0
16226,8160,76397.0
16228,355,61875.0
16229,5143,91111.0
16230,480,57917.0
16232,4287,61806.0
16233,1094,94044.0
16235,1365,101875.0
16236,221,
16238,426,92000.0
16239,4059,51544.0
16240,1604,72396.0
16242,4258,72273.0
16244,309,44375.0
16245,253,51806.0
16246,184,48750.0
16248,3126,65583.0
16249,1931,89706.0
16250,268,58393.0
16253,113,88750.0
16254,3551,69602.0
16255,1852,78594.0
16256,2030,58875.0
16258,1600,59323.0
16259,2068,63950.0
16260,228,
16262,2802,94712.0
16263,331,56618.0
16301,15178,70818.0
16311,438,91250.0
16312,0,
16313,1805,71667.0
16314,5301,73690.0
16316,4607,84850.0
16317,1404,62750.0
16319,1137,64318.0
16321,13,
16322,117,63542.0
16323,14934,75838.0
16326,322,86771.0
16327,2590,78472.0
16328,249,70000.0
16329,428,78077.0
16331,143,103611.0
16332,51,88750.0
16333,212,44688.0
16334,419,95500.0
16335,27497,70570.0
16340,1940,73409.0
16341,1862,69688.0
16342,2359,73875.0
16343,550,74750.0
16344,521,62917.0
16345,3670,99464.0
16346,3138,72440.0
16347,1535,57708.0
16350,2332,75294.0
16351,1760,52847.0
16352,226,48906.0
16353,2321,66842.0
16354,10225,55227.0
16360,1385,89000.0
16361,30,
16362,951,72500.0
16364,1343,96058.0
16365,17377,74141.0
16370,330,
16371,3129,64038.0
16372,504,73929.0
16373,3050,85769.0
16374,1725,68125.0
16401,4103,84147.0
16402,703,83125.0
16403,6980,83487.0
16404,3285,67554.0
16405,555,88542.0
16406,3479,73611.0
16407,10656,68333.0
16410,1995,108611.0
16411,1260,76458.0
16412,9504,85952.0
16415,10051,115238.0
16416,136,30625.0
16417,8378,88244.0
16420,447,58250.0
16421,2431,78393.0
16422,183,93750.0
16423,3783,76544.0
16424,4367,70202.0
16426,3401,92528.0
16427,201,
16428,12574,83592.0
16430,174,104250.0
16433,4993,77321.0
16434,3161,60481.0
16435,1640,61350.0
16436,801,58438.0
16438,7260,67230.0
16440,780,74688.0
16441,9255,79281.0
16442,3253,81346.0
16443,1226,75060.0
16444,1002,
16475,2154,
16501,1670,
16502,15567,50417.0
16503,16065,36886.0
16504,16003,62232.0
16505,16136,95077.0
16506,24201,109017.0
16507,8996,42917.0
16508,14801,68161.0
16509,28151,84594.0
16510,25271,74413.0
16511,11555,70759.0
16546,1120,
16550,0,
16563,1543,
16601,33169,77738.0
16602,27813,69602.0
16611,2656,81597.0
16613,1527,104219.0
16616,134,33906.0
16617,2615,89861.0
16619,315,101786.0
16620,387,60833.0
16621,665,80568.0
16622,85,59583.0
16623,498,88125.0
16624,204,111250.0
16625,3688,71818.0
16627,2053,64375.0
16630,4845,79929.0
16631,38,
16633,392,85069.0
16634,251,60278.0
16635,12231,90654.0
16636,1081,89688.0
16637,2418,81364.0
16638,87,116250.0
16639,1430,71690.0
16640,889,61250.0
16641,2388,72417.0
16645,190,85069.0
16646,2174,63750.0
16647,806,90417.0
16648,14547,97351.0
16650,1789,75438.0
16651,5865,77188.0
16652,15734,77649.0
16654,1975,
16655,1311,80000.0
16656,1191,63500.0
16657,1388,72083.0
16659,173,60000.0
16661,923,57083.0
16662,5654,81198.0
16664,2193,75278.0
16665,378,128424.0
16666,2800,53587.0
16667,1350,62273.0
16668,3564,72321.0
16669,2185,81875.0
16670,78,87813.0
16671,404,75250.0
16672,194,83750.0
16673,5176,85750.0
16674,581,65000.0
16675,100,39063.0
16677,301,
16678,2429,66042.0
16679,625,44514.0
16680,356,98333.0
16682,216,
16683,350,87917.0
16684,71,
16685,317,131047.0
16686,13054,84643.0
16689,350,58125.0
16691,310,91667.0
16692,912,70625.0
16693,4112,83889.0
16694,348,62614.0
16695,969,82500.0
16699,0,
16701,16800,73258.0
16720,1237,60000.0
16724,85,82917.0
16725,75,
16726,518,68250.0
16727,219,84338.0
16729,689,67411.0
16730,42,
16731,2364,75074.0
16732,182,69107.0
16733,173,49821.0
16734,194,59286.0
16735,6411,69083.0
16738,2111,82250.0
16740,896,65500.0
16743,3894,75616.0
16744,225,83750.0
16745,631,71094.0
16746,1131,68214.0
16748,2739,64191.0
16749,4020,71393.0
16750,542,115561.0
16801,43307,124805.0
16802,12700,
16803,23964,120760.0
16820,1514,101250.0
16821,219,97292.0
16822,1935,85375.0
16823,29145,97912.0
16825,241,63750.0
16826,425,77750.0
16827,4724,122500.0
16828,4849,91094.0
16829,690,87500.0
16830,13644,66833.0
16832,300,52917.0
16833,5208,66100.0
16834,677,110305.0
16835,221,73750.0
16836,1097,65833.0
16837,136,36979.0
16838,1831,63333.0
16839,406,78542.0
16840,303,52070.0
16841,6833,83750.0
16843,354,60625.0
16844,2541,93203.0
16845,1056,73839.0
16847,368,61563.0
16848,289,80114.0
16849,70,
16851,1211,93239.0
16852,165,71875.0
16853,358,69205.0
16854,737,77417.0
16855,87,
16856,31,
16858,3826,75595.0
16859,494,97115.0
16860,362,87188.0
16861,286,57917.0
16863,594,74034.0
16864,97,70750.0
16865,1405,94931.0
16866,9365,70893.0
16868,1030,145389.0
16870,7418,126905.0
16871,52,71339.0
16872,1522,78375.0
16874,1195,88487.0
16875,3578,75556.0
16876,242,62500.0
16877,1846,107434.0
16878,1798,69125.0
16879,408,
16881,2439,66425.0
16882,455,81042.0
16901,10651,76864.0
16910,61,75625.0
16911,264,100625.0
16912,2607,83607.0
16914,2415,74750.0
16915,5858,77021.0
16917,1223,69318.0
16920,1844,83750.0
16921,651,54276.0
16922,1697,67112.0
16923,1278,71364.0
16925,3330,83188.0
16926,922,71250.0
16927,623,61250.0
16928,1573,71625.0
16929,2387,67173.0
16930,1150,80500.0
16932,726,75263.0
16933,6246,81821.0
16935,1122,81250.0
16936,2225,69079.0
16937,118,54375.0
16938,808,69300.0
16939,193,
16940,48,
16941,69,108750.0
16942,900,63500.0
16943,374,55893.0
16946,2629,63358.0
16947,4617,71146.0
16948,1709,63214.0
16950,3220,65673.0
17002,500,66364.0
17003,12260,104767.0
17004,5376,64205.0
17005,280,63214.0
17006,1020,69125.0
17007,6259,126329.0
17009,1652,86250.0
17010,450,
17011,38861,110141.0
17013,36942,85835.0
17014,152,146875.0
17015,24864,103710.0
17016,1053,93281.0
17017,1516,80179.0
17018,4158,102548.0
17019,19153,100442.0
17020,8642,96723.0
17021,969,61895.0
17022,31969,102477.0
17023,3496,91339.0
17024,1846,96779.0
17025,17163,107251.0
17026,3556,114273.0
17027,2649,71971.0
17028,3275,103106.0
17029,266,70402.0
17030,587,78250.0
17032,7645,94577.0
17033,17023,102134.0
17034,2709,60288.0
17035,833,58333.0
17036,22317,134678.0
17037,1034,61875.0
17038,8184,97122.0
17039,14,
17040,2466,88917.0
17041,259,
17042,39175,87507.0
17043,5858,93529.0
17044,20207,62899.0
17045,3842,83039.0
17046,31818,64102.0
17047,2962,91125.0
17048,3611,84890.0
17049,3145,87083.0
17050,42003,129554.0
17051,4772,68451.0
17052,1490,79063.0
17053,5130,96686.0
17054,286,85556.0
17055,40007,110453.0
17056,32,
17057,23423,82023.0
17058,1599,70000.0
17059,7645,78720.0
17060,1098,81667.0
17061,6924,72000.0
17062,4060,98902.0
17063,3273,71563.0
17064,916,126111.0
17065,3968,98906.0
17066,4970,57177.0
17067,16272,89754.0
17068,4428,83333.0
17069,294,94167.0
17070,16626,104226.0
17071,123,71750.0
17073,5680,99712.0
17074,7161,85972.0
17075,151,97625.0
17076,123,
17077,23,
17078,23269,103486.0
17080,306,75313.0
17081,242,85167.0
17082,3004,79830.0
17084,4699,85745.0
17086,2144,77188.0
17087,2685,104113.0
17088,424,94333.0
17090,5410,87933.0
17093,786,
17094,2559,75189.0
17097,772,77569.0
17098,2441,72083.0
17099,1220,63232.0
17101,2513,62277.0
17102,8173,77344.0
17103,12923,50536.0
17104,20211,42902.0
17109,26531,80292.0
17110,25456,101935.0
17111,36269,99914.0
17112,38369,114283.0
17113,11559,71480.0
17120,0,
17201,27148,66158.0
17202,32665,104787.0
17210,119,115357.0
17211,381,73750.0
17212,667,90417.0
17213,619,72313.0
17214,1189,102993.0
17215,158,87917.0
17217,136,72250.0
17219,506,85139.0
17220,393,81500.0
17221,511,61750.0
17222,10676,86870.0
17223,314,54167.0
17224,1735,113265.0
17225,20935,92881.0
17228,1106,85625.0
17229,1317,72202.0
17232,36,
17233,5163,76731.0
17235,855,61325.0
17236,8316,85172.0
17237,1726,76429.0
17238,1810,74792.0
17239,207,71250.0
17240,3405,87083.0
17241,11135,83733.0
17243,1398,81761.0
17244,2170,80368.0
17246,601,73363.0
17247,471,54444.0
17249,351,94375.0
17250,78,
17251,35,64688.0
17252,3661,56938.0
17253,460,71071.0
17254,531,96250.0
17255,1107,70104.0
17257,28635,84375.0
17260,1080,65625.0
17261,47,
17262,834,79375.0
17263,932,83688.0
17264,2187,65625.0
17265,353,65500.0
17266,397,71042.0
17267,2856,84750.0
17268,28887,79242.0
17271,461,85938.0
17301,4201,88857.0
17302,2386,78690.0
17303,380,113750.0
17304,2845,95170.0
17306,576,77375.0
17307,5594,86833.0
17309,1968,96982.0
17311,161,99444.0
17313,11223,73839.0
17314,6386,91750.0
17315,26613,92767.0
17316,8544,105910.0
17317,458,86389.0
17318,325,75694.0
17319,10928,105448.0
17320,8206,102308.0
17321,2368,113750.0
17322,6161,108945.0
17323,81,
17324,3970,80927.0
17325,29110,103254.0
17327,7792,96612.0
17329,3322,116250.0
17331,54942,89966.0
17339,6842,101950.0
17340,11622,97766.0
17342,644,92625.0
17343,23,
17344,3633,88875.0
17345,8303,89559.0
17347,6432,110357.0
17349,7995,118750.0
17350,13343,84792.0
17352,1460,122697.0
17353,2870,101094.0
17355,321,
17356,22623,100314.0
17360,6170,94483.0
17361,6158,110052.0
17362,14165,101272.0
17363,8807,121115.0
17364,3693,82273.0
17365,2472,108250.0
17366,6169,89539.0
17368,6453,99069.0
17370,6079,113056.0
17371,369,71719.0
17372,3851,73587.0
17401,18044,45878.0
17402,37867,101981.0
17403,40014,80716.0
17404,38849,90648.0
17406,23643,95374.0
17407,2654,116759.0
17408,23846,102971.0
17501,4639,77587.0
17502,2483,98136.0
17504,142,
17505,2156,86900.0
17506,391,128600.0
17507,158,
17508,1052,121711.0
17509,5068,86818.0
17512,18044,80333.0
17516,4952,111405.0
17517,15051,101939.0
17518,1455,82969.0
17519,6651,99613.0
17520,5202,91917.0
17522,34061,81764.0
17527,6525,94926.0
17529,4795,85242.0
17532,3445,77984.0
17534,39,
17535,2545,112690.0
17536,3610,61765.0
17538,7496,116097.0
17540,10730,103125.0
17543,45393,117584.0
17545,22568,97835.0
17547,8851,95777.0
17550,168,
17551,11526,93971.0
17552,19902,100067.0
17554,7871,107727.0
17555,6924,96023.0
17557,15303,102455.0
17560,5154,92220.0
17562,4277,101462.0
17563,4073,90917.0
17565,2229,103083.0
17566,12150,85615.0
17568,0,
17569,7460,97686.0
17570,212,
17572,3824,91048.0
17576,122,
17578,7642,98893.0
17579,6409,105638.0
17581,126,250001.0
17582,1615,104524.0
17584,11521,107319.0
17601,56164,112390.0
17602,50184,78943.0
17603,67891,93438.0
17606,317,
17701,43309,68160.0
17702,10653,78929.0
17720,245,
17721,1572,71369.0
17723,65,63750.0
17724,4719,70688.0
17727,28,44063.0
17728,4618,82744.0
17729,137,83125.0
17730,47,
17731,159,98333.0
17737,6566,70845.0
17739,25,
17740,11925,79572.0
17742,56,
17744,2860,73000.0
17745,17494,70229.0
17747,3412,84479.0
17748,153,66354.0
17749,274,70962.0
17750,137,138317.0
17751,7180,77500.0
17752,4929,72885.0
17754,12236,92185.0
17756,12415,86285.0
17758,982,62000.0
17760,548,71250.0
17762,455,128750.0
17763,260,59375.0
17764,2405,47327.0
17765,1266,64181.0
17768,442,91250.0
17769,42,123750.0
17771,2978,78500.0
17772,2453,90288.0
17774,1051,82109.0
17776,185,80750.0
17777,6709,74852.0
17778,130,90547.0
17779,132,
17801,16236,66110.0
17810,5763,74265.0
17812,1474,79063.0
17813,2048,71908.0
17814,4804,74783.0
17815,29125,81509.0
17820,5317,85429.0
17821,18936,87810.0
17822,8,
17823,1304,78636.0
17824,3718,121644.0
17827,837,54250.0
17829,244,81250.0
17830,1971,83333.0
17832,654,55417.0
17834,3498,83950.0
17835,162,
17836,224,82500.0
17837,18670,105052.0
17840,363,
17841,4852,64405.0
17842,8174,75403.0
17844,10227,77389.0
17845,2051,68250.0
17846,3683,84154.0
17847,11479,75457.0
17850,617,45833.0
17851,7232,61356.0
17853,3165,70625.0
17855,793,86818.0
17856,3107,106360.0
17857,7708,79552.0
17858,65,
17859,2809,91618.0
17860,2485,103813.0
17861,125,63702.0
17862,539,36384.0
17864,2402,84531.0
17865,33,111406.0
17866,9905,63375.0
17867,191,105625.0
17868,1057,97333.0
17870,14347,86908.0
17872,9157,54434.0
17876,2036,94479.0
17878,1534,78618.0
17880,46,
17881,1439,75625.0
17884,221,
17885,221,91406.0
17886,657,
17887,810,
17888,514,91875.0
17889,2997,91964.0
17901,22875,66457.0
17920,242,85000.0
17921,6724,87750.0
17922,5012,107898.0
17923,316,51500.0
17925,356,85750.0
17929,1372,75139.0
17930,272,57917.0
17931,8859,80137.0
17933,178,61397.0
17934,279,78750.0
17935,1572,58929.0
17936,989,75625.0
17938,2490,90523.0
17941,744,79904.0
17943,27,
17944,156,97386.0
17945,275,103024.0
17946,250,118306.0
17948,4105,48827.0
17949,141,61875.0
17951,345,78676.0
17952,229,97083.0
17953,333,102500.0
17954,4583,47994.0
17957,410,133990.0
17959,1454,81250.0
17960,4235,72344.0
17961,6783,116167.0
17963,9329,81645.0
17964,928,69375.0
17965,1927,70500.0
17967,2298,89375.0
17968,302,99107.0
17970,3169,67217.0
17972,11348,79576.0
17974,388,83095.0
17976,5973,66648.0
17978,739,58750.0
17979,64,
17980,3039,76000.0
17981,2549,73185.0
17982,404,66625.0
17983,1461,82788.0
17985,1295,87143.0
18011,5639,106458.0
18012,14,
18013,17962,83488.0
18014,12389,96636.0
18015,33472,75750.0
18017,40587,94435.0
18018,31479,82396.0
18020,21153,133629.0
18030,586,61875.0
18031,12337,119306.0
18032,9468,96295.0
18034,9228,133387.0
18035,25,
18036,14532,131290.0
18037,7360,97401.0
18038,3466,118578.0
18040,17090,121588.0
18041,5619,100246.0
18042,44818,83422.0
18045,29563,124768.0
18046,142,
18049,18727,115956.0
18051,3390,143341.0
18052,29286,81977.0
18053,2565,102474.0
18054,4960,124750.0
18055,11796,108980.0
18056,1541,90111.0
18058,9988,75000.0
18059,728,165139.0
18062,26722,121341.0
18063,280,77371.0
18064,27112,115464.0
18065,271,77917.0
18066,5612,116301.0
18067,19166,99082.0
18069,8593,151331.0
18070,340,115382.0
18071,11107,80795.0
18072,6937,85982.0
18073,11271,109924.0
18074,5423,117664.0
18076,3152,117134.0
18077,2303,94893.0
18078,7543,143462.0
18079,550,116343.0
18080,11251,88375.0
18081,120,
18083,594,123438.0
18085,887,91875.0
18086,521,64438.0
18087,762,76667.0
18088,8118,92962.0
18091,5888,90500.0
18092,3078,100000.0
18101,5673,38168.0
18102,51640,45999.0
18103,48344,85009.0
18104,46259,105425.0
18106,6759,115307.0
18109,17745,56174.0
18195,0,
18201,31519,49924.0
18202,13309,74613.0
18210,7244,74120.0
18211,1078,76563.0
18212,19,
18214,2164,90921.0
18216,1345,78250.0
18218,2314,70345.0
18219,1052,74205.0
18220,303,78000.0
18221,441,53262.0
18222,9958,125708.0
18223,75,
18224,6003,79099.0
18225,0,
18229,9049,83177.0
18230,163,73636.0
18231,465,86696.0
18232,4129,49609.0
18234,409,
18235,19064,88469.0
18237,3721,48782.0
18239,101,
18240,3901,58947.0
18241,335,63250.0
18242,373,96092.0
18244,310,63125.0
18245,222,44495.0
18246,211,
18248,492,68333.0
18249,4022,102419.0
18250,3117,70227.0
18252,11335,83171.0
18254,865,50208.0
18255,4412,83542.0
18256,179,63235.0
18301,29207,101582.0
18302,17781,99162.0
18321,1845,97368.0
18322,2950,105946.0
18323,79,
18324,9795,69730.0
18325,2829,112222.0
18326,3391,80960.0
18327,638,106250.0
18328,7787,93363.0
18330,8815,92688.0
18331,636,92955.0
18332,2824,96467.0
18333,0,
18334,5476,91654.0
18335,1405,130163.0
18336,3892,87104.0
18337,15609,109226.0
18340,64,
18342,775,2499.0
18343,3964,82298.0
18344,3478,96940.0
18346,2436,
18347,3156,78849.0
18349,189,
18350,597,
18351,606,54063.0
18353,11453,106779.0
18354,1087,83821.0
18355,1468,
18356,0,
18357,86,
18360,29345,87500.0
18370,1016,91674.0
18371,633,
18372,2916,136490.0
18403,6734,90325.0
18405,2599,72159.0
18407,14696,74777.0
18411,22829,123771.0
18413,52,
18414,5549,92402.0
18415,1257,62417.0
18417,898,80250.0
18419,4474,75885.0
18420,123,110357.0
18421,4424,78158.0
18424,5114,77000.0
18425,1063,83500.0
18426,3553,78333.0
18428,12405,85122.0
18430,81,82917.0
18431,12807,69591.0
18433,7018,102660.0
18434,4033,79484.0
18435,895,99313.0
18436,12839,85435.0
18437,122,
18438,1379,63750.0
18439,385,70833.0
18440,58,
18441,444,
18443,445,90188.0
18444,14155,96301.0
18445,2475,53242.0
18446,3268,73462.0
18447,10275,76543.0
18451,546,50000.0
18452,5082,74333.0
18453,1252,82647.0
18454,92,103036.0
18455,141,
18456,298,135156.0
18457,34,
18458,3603,88269.0
18460,179,65417.0
18461,236,111250.0
18462,586,85625.0
18463,257,125192.0
18464,1374,114940.0
18465,1246,74286.0
18466,17822,80000.0
18469,484,62321.0
18470,2180,86154.0
18471,528,141806.0
18472,6905,80913.0
18473,415,25703.0
18503,1303,
18504,20516,71155.0
18505,21588,70099.0
18507,5229,128584.0
18508,11265,53856.0
18509,13697,78250.0
18510,14530,70645.0
18512,12337,83989.0
18517,5320,65595.0
18518,8506,103116.0
18519,5117,66705.0
18602,365,221000.0
18603,19147,68979.0
18610,4565,86622.0
18612,18033,121683.0
18614,1916,85000.0
18615,1649,94583.0
18616,779,71667.0
18617,1376,62857.0
18618,3515,93542.0
18619,139,68750.0
18621,5405,69917.0
18622,221,89643.0
18623,2224,78295.0
18624,404,215881.0
18625,107,54926.0
18626,513,113833.0
18627,0,
18628,176,70417.0
18629,1922,65313.0
18630,2933,93424.0
18631,1134,70208.0
18632,464,81136.0
18634,13623,67660.0
18635,3567,90076.0
18636,1448,66579.0
18640,16014,76027.0
18641,7460,77449.0
18642,3545,77439.0
18643,12737,80407.0
18644,7506,92572.0
18651,8704,59710.0
18655,5522,79423.0
18656,2224,75179.0
18657,11080,84657.0
18660,3335,89554.0
18661,5301,87255.0
18701,3710,33250.0
18702,42768,67438.0
18704,30973,80325.0
18705,15387,67813.0
18706,16224,75436.0
18707,16366,114667.0
18708,8863,107035.0
18709,2885,50455.0
18801,7782,80430.0
18810,5618,83050.0
18812,1564,91146.0
18814,166,40156.0
18816,75,96875.0
18817,154,58958.0
18818,1253,84750.0
18820,59,160875.0
18821,1029,65227.0
18822,3122,71705.0
18823,101,28077.0
18824,1165,87639.0
18825,165,57000.0
18826,1580,89798.0
18828,215,102955.0
18829,698,82813.0
18830,549,101607.0
18831,976,76950.0
18832,1857,77765.0
18833,2011,75208.0
18834,3297,82000.0
18837,2740,68846.0
18840,11281,87043.0
18842,164,74375.0
18843,347,100094.0
18844,1619,91599.0
18845,526,52614.0
18846,700,92727.0
18847,5257,59583.0
18848,8810,64250.0
18850,1914,68942.0
18851,534,80556.0
18853,4211,79512.0
18854,1517,88594.0
18901,28311,165512.0
18902,22621,181526.0
18912,181,
18913,180,223875.0
18914,21067,160263.0
18915,1458,133981.0
18917,2252,107000.0
18920,464,158250.0
18921,132,250001.0
18923,1384,84833.0
18925,6510,214375.0
18927,281,
18929,9700,173071.0
18930,2126,130357.0
18932,314,71225.0
18933,126,231250.0
18935,316,250001.0
18936,265,
18938,13380,190885.0
18940,29834,183050.0
18942,2607,109750.0
18944,27635,143783.0
18946,568,212500.0
18947,6423,141719.0
18950,117,211389.0
18951,37140,117912.0
18954,10635,152250.0
18955,1406,93239.0
18960,11850,117802.0
18962,369,90833.0
18964,14129,119037.0
18966,36167,140261.0
18969,15533,128499.0
18970,645,129583.0
18972,3114,105625.0
18974,42811,121168.0
18976,22352,153738.0
18977,4565,222568.0
18980,104,
19001,17830,119561.0
19002,31608,179900.0
19003,13953,168879.0
19004,9971,167679.0
19006,23244,145670.0
19007,22337,74354.0
19008,20492,143750.0
19009,1091,139000.0
19010,21406,183462.0
19012,6664,154620.0
19013,34456,51155.0
19014,20925,120210.0
19015,16484,94008.0
19017,289,250001.0
19018,23302,88716.0
19020,56746,101076.0
19021,9744,86740.0
19022,3671,55532.0
19023,22493,59130.0
19025,7044,194107.0
19026,31917,103931.0
19027,19863,116542.0
19029,3988,68571.0
19030,12490,102802.0
19031,5159,175519.0
19032,6758,64336.0
19033,7804,115800.0
19034,7138,195565.0
19035,4149,250001.0
19036,13181,89015.0
19038,32672,139583.0
19040,22137,125784.0
19041,6404,238309.0
19043,3051,135783.0
19044,17027,121438.0
19046,18994,152897.0
19047,33874,133352.0
19050,28905,79031.0
19052,625,138816.0
19053,28245,116944.0
19054,17440,116033.0
19055,13667,89401.0
19056,15765,115034.0
19057,18439,98600.0
19060,11239,172550.0
19061,20282,94254.0
19063,37716,157074.0
19064,25218,144973.0
19066,5594,250001.0
19067,53320,147923.0
19070,6409,127813.0
19072,10557,230536.0
19073,21297,177885.0
19074,5926,118819.0
19075,7868,132869.0
19076,6449,89013.0
19078,11671,115667.0
19079,9183,71021.0
19081,10577,165490.0
19082,42847,64856.0
19083,37143,144144.0
19085,10779,250001.0
19086,12649,167071.0
19087,33683,195816.0
19090,19814,115637.0
19094,4589,98125.0
19095,7437,148082.0
19096,15384,239179.0
19102,5635,224514.0
19103,25705,188077.0
19104,53679,51775.0
19106,14012,193750.0
19107,15232,92377.0
19108,117,
19109,0,
19111,67149,66298.0
19112,0,
19113,0,
19114,31551,98198.0
19115,35103,95390.0
19116,33648,83078.0
19118,10599,180313.0
19119,29079,105300.0
19120,71360,47993.0
19121,37740,47422.0
19122,22898,68060.0
19123,18474,125469.0
19124,72919,52179.0
19125,24601,114907.0
19126,17627,72628.0
19127,5623,166587.0
19128,38381,107642.0
19129,11370,125326.0
19130,30280,162917.0
19131,44116,57478.0
19132,32371,41936.0
19133,25642,32092.0
19134,60229,34306.0
19135,34214,52988.0
19136,36435,78916.0
19137,8100,61865.0
19138,32471,56597.0
19139,46041,47512.0
19140,53996,35472.0
19141,34239,45046.0
19142,31018,46109.0
19143,63186,51901.0
19144,47454,62669.0
19145,44107,82884.0
19146,40303,112059.0
19147,39100,169167.0
19148,50324,78859.0
19149,58741,56204.0
19150,22932,73453.0
19151,33553,78324.0
19152,35211,76398.0
19153,12223,59734.0
19154,34823,103396.0
19301,7960,202469.0
19310,3013,97000.0
19311,11342,189362.0
19312,12021,229688.0
19316,81,
19317,10594,173049.0
19319,735,186932.0
19320,55321,105837.0
19330,5761,113438.0
19333,7886,213430.0
19335,51126,159771.0
19341,20545,140561.0
19342,20948,179706.0
19343,8316,168309.0
19344,12784,84167.0
19345,718,
19348,23707,142277.0
19350,10636,172319.0
19352,11279,164353.0
