zip,stabbr,cty_name,est_per_capita,MEDFAMINC
02745,MA,BRISTOL,0.019175570084516026,92862.0
02746,MA,BRISTOL,0.018666339187031807,41875.0
02747,MA,BRISTOL,0.031754197259505214,120640.0
02748,MA,BRISTOL,0.0194208730644738,138955.0
02760,MA,BRISTOL,0.02343133555181996,137447.0
02762,MA,NORFOLK,0.03464438557163236,107163.0
02763,MA,BRISTOL,0.08057464084946908,143438.0
02764,MA,BRISTOL,0.01814922697736948,125925.0
02766,MA,BRISTOL,0.020180424466809198,132467.0
02767,MA,BRISTOL,0.0345386210471747,133267.0
02769,MA,BRISTOL,0.024020929126367527,137150.0
02770,MA,PLYMOUTH,0.017074047447879225,130799.0
02771,MA,BRISTOL,0.035605815831987075,130282.0
02777,MA,BRISTOL,0.024828068539456814,124831.0
02779,MA,BRISTOL,0.013593380614657211,153077.0
